Ürün Adı,Fiyat,Ekran Boyutu,Dahili Depolama,Bellek (RAM),Batarya Kapasitesi,Teknik Puan,Link
General Mobile GM 8 Go,1133.67,5.5 İnç,16 GB,1 GB,3500 mAh,27.0,https://www.epey.com/akilli-telefonlar/general-mobile-gm-8-go-dual.html
General Mobile GM 8 Go,1115.07,5.5 İnç,16 GB,1 GB,3500 mAh,27.0,https://www.epey.com/akilli-telefonlar/general-mobile-gm8-go.html
TP-Link Neffos X1,,5.0 İnç,32 GB,3 GB,2250 mAh,27.0,https://www.epey.com/akilli-telefonlar/tp-link-neffos-x1-32gb.html
LG Stylus 2 Plus,,5.7 İnç,16 GB,3 GB,3000 mAh,27.0,https://www.epey.com/akilli-telefonlar/lg-stylus-2-plus-k535.html
LG Stylus 2 Plus,1299.0,5.7 İnç,16 GB,3 GB,3000 mAh,27.0,https://www.epey.com/akilli-telefonlar/lg-stylus-2-plus.html
Samsung Galaxy A7 Duos,,5.5 İnç,16 GB,2 GB,2600 mAh,27.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-a7-duos-sm-a700fd.html
Huawei Y7,,5.5 İnç,16 GB,2 GB,4000 mAh,27.0,https://www.epey.com/akilli-telefonlar/huawei-y7.html
Xiaomi Redmi Note 5A,,5.5 İnç,16 GB,2 GB,3080 mAh,27.0,https://www.epey.com/akilli-telefonlar/xiaomi-redmi-note-5a.html
Apple iPhone 5s,,4.0 İnç,64 GB,1 GB,1560 mAh,27.0,https://www.epey.com/akilli-telefonlar/apple-iphone-5s-64gb.html
Lenovo Vibe X2,,5.0 İnç,32 GB,2 GB,2300 mAh,27.0,https://www.epey.com/akilli-telefonlar/lenovo-vibe-x2.html
Huawei ShotX,,5.2 İnç,16 GB,2 GB,3100 mAh,27.0,https://www.epey.com/akilli-telefonlar/huawei-shotx.html
Meizu m2 note,,5.5 İnç,16 GB,2 GB,3100 mAh,27.0,https://www.epey.com/akilli-telefonlar/meizu-m2-note.html
Samsung Galaxy J7 Nxt,,5.5 İnç,16 GB,2 GB,3000 mAh,27.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j7-nxt.html
Alcatel 3L,,5.5 İnç,16 GB,2 GB,3000 mAh,27.0,https://www.epey.com/akilli-telefonlar/alcatel-3l.html
General Mobile GM 6 ds,,5.5 İnç,16 GB,2 GB,3500 mAh,27.0,https://www.epey.com/akilli-telefonlar/general-mobile-gm-6-ds.html
General Mobile GM 6 ds,1208.07,5.5 İnç,16 GB,2 GB,3500 mAh,27.0,https://www.epey.com/akilli-telefonlar/general-mobile-gm-6-ds-dual.html
HTC Desire 825,,5.5 İnç,16 GB,2 GB,2700 mAh,27.0,https://www.epey.com/akilli-telefonlar/htc-desire-825.html
Huawei G7 Plus,,5.5 İnç,32 GB,3 GB,3000 mAh,27.0,https://www.epey.com/akilli-telefonlar/huawei-g7-plus.html
HTC One E9,,5.5 İnç,16 GB,2 GB,2800 mAh,27.0,https://www.epey.com/akilli-telefonlar/htc-one-e9.html
Xiaomi Redmi 4A,,5.0 İnç,32 GB,2 GB,3120 mAh,27.0,https://www.epey.com/akilli-telefonlar/xiaomi-redmi-4a-32gb.html
Sony Xperia M4 Aqua,,5.0 İnç,8 GB,2 GB,2400 mAh,27.0,https://www.epey.com/akilli-telefonlar/sony-xperia-m4-aqua.html
Motorola Moto G (2015),,5.0 İnç,16 GB,2 GB,2470 mAh,26.0,https://www.epey.com/akilli-telefonlar/motorola-moto-g-3rd-gen-16gb.html
Meizu MX4,,5.36 İnç,16 GB,2 GB,3100 mAh,26.0,https://www.epey.com/akilli-telefonlar/meizu-mx4.html
Vestel Venus V3 5580,,5.5 İnç,16 GB,3 GB,3000 mAh,26.0,https://www.epey.com/akilli-telefonlar/vestel-venus-v3-5580-cift-sim.html
Vestel Venus V3 5580,1239.9,5.5 İnç,16 GB,3 GB,3000 mAh,26.0,https://www.epey.com/akilli-telefonlar/vestel-venus-v3-5580.html
Vestel Venus V3 5580T,,5.5 İnç,16 GB,3 GB,3000 mAh,26.0,https://www.epey.com/akilli-telefonlar/vestel-venus-v3-5580t.html
Huawei Y6 2018,1766.07,5.7 İnç,16 GB,2 GB,3000 mAh,26.0,https://www.epey.com/akilli-telefonlar/huawei-y6-2018.html
Samsung Galaxy A7 Duos,,5.5 İnç,16 GB,2 GB,2600 mAh,26.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-a7-sm-a700h.html
TP-Link Neffos C9A,,5.45 İnç,16 GB,2 GB,3020 mAh,26.0,https://www.epey.com/akilli-telefonlar/neffos-c9a.html
Samsung Galaxy J5 Prime,,5.0 İnç,16 GB,2 GB,2400 mAh,26.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j5-prime.html
Samsung Galaxy J3 Pro 2016,,5.0 İnç,16 GB,2 GB,2600 mAh,26.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j3-pro-sm-j3110.html
TP-LINK Neffos C5 Max,,5.5 İnç,16 GB,2 GB,3045 mAh,26.0,https://www.epey.com/akilli-telefonlar/tp-link-neffos-c5-max.html
Asus ZenFone 2 Laser,,6.0 İnç,16 GB,3 GB,3000 mAh,26.0,https://www.epey.com/akilli-telefonlar/asus-zenfone-2-laser-ze600kl-3gb.html
Lenovo S90,,5.0 İnç,32 GB,2 GB,2300 mAh,26.0,https://www.epey.com/akilli-telefonlar/lenovo-s90.html
Lenovo S90 Dual,,5.0 İnç,32 GB,2 GB,2300 mAh,26.0,https://www.epey.com/akilli-telefonlar/lenovo-s90-dual.html
TP-Link Neffos C7,,5.5 İnç,16 GB,2 GB,3060 mAh,26.0,https://www.epey.com/akilli-telefonlar/neffos-c7.html
Meizu m1 note,,5.5 İnç,16 GB,2 GB,3140 mAh,26.0,https://www.epey.com/akilli-telefonlar/meizu-m1-note.html
Samsung Galaxy J5 Prime,,5.0 İnç,16 GB,2 GB,2400 mAh,26.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j5-prime-duos.html
Lenovo Vibe S1 Lite,,5.0 İnç,16 GB,2 GB,2800 mAh,26.0,https://www.epey.com/akilli-telefonlar/lenovo-vibe-s1-lite.html
Apple iPhone 6,,4.7 İnç,16 GB,1 GB,1800 mAh,26.0,https://www.epey.com/akilli-telefonlar/apple-iphone-6.html
Samsung Galaxy A5,,5.0 İnç,16 GB,2 GB,2300 mAh,26.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-a5-sm-a500y.html
Samsung Galaxy A5,,5.0 İnç,16 GB,2 GB,2300 mAh,26.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-a5.html
HTC Butterfly,,5.0 İnç,16 GB,2 GB,2020 mAh,26.0,https://www.epey.com/akilli-telefonlar/htc-butterfly.html
Nokia Lumia 830,,5.0 İnç,16 GB,1 GB,2200 mAh,25.0,https://www.epey.com/akilli-telefonlar/nokia-lumia-830.html
Samsung Galaxy J5 (2016),2026.5,5.2 İnç,16 GB,2 GB,3100 mAh,25.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j5-2016.html
General Mobile GM 9 Go Dual,1301.78,5.5 İnç,16 GB,1 GB,3500 mAh,25.0,https://www.epey.com/akilli-telefonlar/general-mobile-gm-9-go-dual.html
LG K10,1349.0,5.3 İnç,16 GB,2 GB,2300 mAh,25.0,https://www.epey.com/akilli-telefonlar/lg-k10.html
General Mobile GM 9 Go,1102.05,5.5 İnç,16 GB,1 GB,3500 mAh,25.0,https://www.epey.com/akilli-telefonlar/general-mobile-gm-9-go.html
Apple iPhone 5,,4.0 İnç,64 GB,1 GB,1440 mAh,25.0,https://www.epey.com/akilli-telefonlar/apple-iphone-5-64gb.html
HTC Desire 826,,5.5 İnç,16 GB,2 GB,2600 mAh,25.0,https://www.epey.com/akilli-telefonlar/htc-desire-826.html
Huawei Y5 2018,1199.99,5.45 İnç,16 GB,2 GB,3020 mAh,25.0,https://www.epey.com/akilli-telefonlar/huawei-y5-2018.html
HTC Desire 826 dual sim,,5.5 İnç,16 GB,2 GB,2600 mAh,25.0,https://www.epey.com/akilli-telefonlar/htc-desire-826-dual-sim.html
LG Optimus G,,4.7 İnç,32 GB,2 GB,2100 mAh,25.0,https://www.epey.com/akilli-telefonlar/lg-optimus-g.html
Samsung Galaxy J3 Pro,,5.0 İnç,16 GB,2 GB,2400 mAh,25.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j3-pro.html
Excon ERA K8,,5.5 İnç,16 GB,3 GB,2600 mAh,25.0,https://www.epey.com/akilli-telefonlar/excon-era-k8.html
Samsung Galaxy J3 Pro,,5.0 İnç,16 GB,2 GB,2400 mAh,25.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j3-pro-dual.html
Samsung Galaxy S5 mini,,4.5 İnç,16 GB,1.5 GB,2100 mAh,25.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-s5-mini-4g.html
Xiaomi Redmi 5A,,5.0 İnç,16 GB,2 GB,3000 mAh,25.0,https://www.epey.com/akilli-telefonlar/xiaomi-redmi-5a.html
Asus ZenFone 2 Laser,,6.0 İnç,16 GB,2 GB,3000 mAh,25.0,https://www.epey.com/akilli-telefonlar/asus-zenfone-2-laser-ze600kl.html
Meizu m3,,5.0 İnç,16 GB,2 GB,2870 mAh,25.0,https://www.epey.com/akilli-telefonlar/meizu-m3.html
LG Stylus 2,,5.7 İnç,16 GB,1.5 GB,3000 mAh,25.0,https://www.epey.com/akilli-telefonlar/lg-stylus-2.html
Sony Xperia E5,,5.0 İnç,16 GB,1.5 GB,2300 mAh,25.0,https://www.epey.com/akilli-telefonlar/sony-xperia-e5.html
LG Stylus 2,,5.7 İnç,16 GB,1.5 GB,3000 mAh,25.0,https://www.epey.com/akilli-telefonlar/lg-stylus-2-dual.html
Samsung Galaxy S5 mini,,4.5 İnç,16 GB,1.5 GB,2100 mAh,25.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-s5-mini.html
Samsung Galaxy Note 3 Neo (Duos),,5.5 İnç,16 GB,2 GB,3100 mAh,25.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-note-3-neo-duos.html
Lenovo A7000 Turbo,,5.5 İnç,16 GB,2 GB,2900 mAh,25.0,https://www.epey.com/akilli-telefonlar/lenovo-a7000-turbo.html
Xiaomi Mi 4i,,5.0 İnç,16 GB,2 GB,3120 mAh,25.0,https://www.epey.com/akilli-telefonlar/xiaomi-mi-4i.html
Nokia 3,1398.96,5.0 İnç,16 GB,2 GB,2630 mAh,25.0,https://www.epey.com/akilli-telefonlar/nokia-3.html
LG K10 (2017),,5.3 İnç,16 GB,2 GB,2800 mAh,25.0,https://www.epey.com/akilli-telefonlar/lg-k10-2017-dual.html
Lenovo K3 Note,,5.5 İnç,16 GB,2 GB,2900 mAh,25.0,https://www.epey.com/akilli-telefonlar/lenovo-k3-note.html
Casper VIA M1,,5.2 İnç,16 GB,3 GB,2900 mAh,25.0,https://www.epey.com/akilli-telefonlar/casper-via-m1.html
HTC Desire 820,,5.5 İnç,16 GB,2 GB,2600 mAh,25.0,https://www.epey.com/akilli-telefonlar/htc-desire-820.html
LG K10,,5.3 İnç,16 GB,1.5 GB,2300 mAh,25.0,https://www.epey.com/akilli-telefonlar/lg-k10-dual.html
Lenovo Vibe Z2,,5.5 İnç,32 GB,2 GB,3000 mAh,25.0,https://www.epey.com/akilli-telefonlar/lenovo-vibe-z2.html
Samsung Galaxy J3 (2017),,5.0 İnç,16 GB,2 GB,2400 mAh,25.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j3-2017.html
HTC Desire 820s Dual Sim,,5.5 İnç,16 GB,2 GB,2600 mAh,25.0,https://www.epey.com/akilli-telefonlar/htc-desire-820s-dual-sim.html
LG K10 (2017),1232.25,5.3 İnç,16 GB,2 GB,2800 mAh,25.0,https://www.epey.com/akilli-telefonlar/lg-k10-2017.html
ZTE Blade A910,908.61,5.5 İnç,16 GB,2 GB,2540 mAh,25.0,https://www.epey.com/akilli-telefonlar/zte-blade-a910.html
Samsung Galaxy J5 Duos,,5.0 İnç,8 GB,1.5 GB,2600 mAh,25.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j5-duos.html
Ultron X-1 (4.5G),,5.0 İnç,16 GB,2 GB,2800 mAh,25.0,https://www.epey.com/akilli-telefonlar/ultron-x-1-4-5g.html
Fly Quantum IQ4513,,5.0 İnç,32 GB,2 GB,2150 mAh,25.0,https://www.epey.com/akilli-telefonlar/fly-quantum-iq4513.html
LG G4 Beat,,5.2 İnç,8 GB,1.5 GB,2300 mAh,25.0,https://www.epey.com/akilli-telefonlar/lg-g4-beat.html
Huawei P8 Lite,,5.0 İnç,16 GB,2 GB,2200 mAh,25.0,https://www.epey.com/akilli-telefonlar/huawei-p8-lite.html
Honor 7S,1592.25,5.45 İnç,16 GB,2 GB,3020 mAh,27.0,https://www.epey.com/akilli-telefonlar/honor-7s.html
ZTE Nubia Z9 Mini,,5.0 İnç,16 GB,2 GB,2900 mAh,27.0,https://www.epey.com/akilli-telefonlar/zte-nubia-z9-mini.html
Lenovo EveryPad 3,,6.8 İnç,32 GB,2 GB,3500 mAh,27.0,https://www.epey.com/akilli-telefonlar/lenovo-everypad-3.html
Vodafone Smart Ultra 7,,5.5 İnç,16 GB,2 GB,2960 mAh,27.0,https://www.epey.com/akilli-telefonlar/vodafone-smart-ultra-7.html
Sony Xperia C4 Dual,,5.5 İnç,16 GB,2 GB,2600 mAh,27.0,https://www.epey.com/akilli-telefonlar/sony-xperia-c4-dual.html
Casper VIA V9,,5.0 İnç,16 GB,2 GB,2500 mAh,27.0,https://www.epey.com/akilli-telefonlar/casper-via-v9.html
Huawei GR5,,5.5 İnç,16 GB,2 GB,3000 mAh,27.0,https://www.epey.com/akilli-telefonlar/huawei-gr5.html
Asus ZenFone 2 Laser,,5.5 İnç,16 GB,3 GB,3000 mAh,27.0,https://www.epey.com/akilli-telefonlar/asus-zenfone-2-laser-ze551kl.html
Teknosa Preo P2,,5.5 İnç,16 GB,2 GB,3150 mAh,27.0,https://www.epey.com/akilli-telefonlar/teknosa-preo-p2.html
Samsung Galaxy E7,,5.5 İnç,16 GB,2 GB,2950 mAh,27.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-e7.html
Samsung Galaxy J7,,5.5 İnç,16 GB,1.5 GB,3000 mAh,26.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j7-sm-j700h.html
Türk Telekom Stylus 3,,5.7 İnç,16 GB,2 GB,3200 mAh,26.0,https://www.epey.com/akilli-telefonlar/turk-telekom-stylus-3.html
Samsung Galaxy Note II,,5.5 İnç,32 GB,2 GB,3100 mAh,26.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-note-ii-32gb.html
Samsung Galaxy J4+ Plus,2049.99,6.0 İnç,16 GB,2 GB,3300 mAh,26.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j4-plus-dual.html
HTC One Max,,5.9 İnç,16 GB,2 GB,3300 mAh,26.0,https://www.epey.com/akilli-telefonlar/htc-one-max.html
Quatro S1453 Plus,1109.75,5.5 İnç,16 GB,2 GB,4800 mAh,26.0,https://www.epey.com/akilli-telefonlar/quatro-s1453-plus.html
Samsung Galaxy J4+ Plus,2229.0,6.0 İnç,16 GB,2 GB,3300 mAh,26.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j4-plus.html
Samsung Galaxy J5 (2016),,5.2 İnç,16 GB,2 GB,3100 mAh,26.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j5-2016-sm-j510f-ds.html
Lenovo K5 Plus,,5.0 İnç,16 GB,2 GB,2750 mAh,26.0,https://www.epey.com/akilli-telefonlar/lenovo-vibe-k5-plus.html
Asus ZenFone 2 Laser,,6.0 İnç,16 GB,2 GB,3000 mAh,26.0,https://www.epey.com/akilli-telefonlar/asus-zenfone-2-laser-ze601kl.html
LG Optimus G Pro,,5.5 İnç,16 GB,2 GB,3140 mAh,26.0,https://www.epey.com/akilli-telefonlar/lg-optimus-g-pro.html
General Mobile Discovery Elite Plus,,5.2 İnç,32 GB,2 GB,2700 mAh,26.0,https://www.epey.com/akilli-telefonlar/general-mobile-discovery-elite-plus.html
Samsung Galaxy J7,,5.5 İnç,16 GB,1.5 GB,3000 mAh,26.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j7.html
Vestel Venus E4,,5.45 İnç,16 GB,2 GB,2900 mAh,26.0,https://www.epey.com/akilli-telefonlar/vestel-venus-e4.html
Samsung Galaxy J7,,5.5 İnç,16 GB,1.5 GB,3000 mAh,26.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j7-sm-j700f-ds.html
LG Stylus 3,,5.7 İnç,16 GB,3 GB,3200 mAh,26.0,https://www.epey.com/akilli-telefonlar/lg-stylus-3-3gb.html
LG Stylus 3,,5.7 İnç,16 GB,2 GB,3200 mAh,26.0,https://www.epey.com/akilli-telefonlar/lg-stylus-3.html
Samsung Galaxy S3,,4.8 İnç,32 GB,1 GB,2100 mAh,26.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-s3-32gb.html
Samsung Galaxy E7 Duos,,5.5 İnç,16 GB,2 GB,2950 mAh,26.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-e7-sm-e700h.html
Honor 7A,,5.7 İnç,16 GB,2 GB,3000 mAh,26.0,https://www.epey.com/akilli-telefonlar/huawei-honor-7a.html
Huawei Ascend Mate 7,,6.0 İnç,16 GB,2 GB,4100 mAh,26.0,https://www.epey.com/akilli-telefonlar/huawei-ascend-mate7.html
Huawei P8 Lite,1299.99,5.0 İnç,16 GB,2 GB,2200 mAh,25.0,https://www.epey.com/akilli-telefonlar/huawei-p8-lite-dual-sim.html
Nokia Lumia 920,,4.5 İnç,32 GB,1 GB,2000 mAh,25.0,https://www.epey.com/akilli-telefonlar/nokia-lumia-920.html
LG K8 (2017),1459.99,5.0 İnç,16 GB,1.5 GB,2500 mAh,25.0,https://www.epey.com/akilli-telefonlar/lg-k8-2017.html
Piranha IQ Dreams,,5.0 İnç,32 GB,3 GB,2350 mAh,25.0,https://www.epey.com/akilli-telefonlar/piranha-iq-dreams.html
ZTE Blade V9 Vita,,5.45 İnç,16 GB,2 GB,3200 mAh,25.0,https://www.epey.com/akilli-telefonlar/zte-blade-v9-vita.html
Samsung Galaxy On5 (2016),,5.0 İnç,16 GB,2 GB,2600 mAh,25.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-on5-2016.html
Lenovo K5,,5.0 İnç,16 GB,2 GB,2750 mAh,25.0,https://www.epey.com/akilli-telefonlar/lenovo-k5.html
Samsung Galaxy Note 3 Neo,,5.5 İnç,16 GB,2 GB,3100 mAh,25.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-note-3-neo-4g.html
Samsung Galaxy Note 3 Neo,,5.5 İnç,16 GB,2 GB,3100 mAh,25.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-note-3-neo.html
Samsung Galaxy On5 (2016),,5.0 İnç,16 GB,2 GB,2600 mAh,25.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-on5-2016-sm-g5510.html
Casper VIA V8,,5.0 İnç,32 GB,2 GB,2350 mAh,25.0,https://www.epey.com/akilli-telefonlar/casper-via-v8.html
Vodafone Smart N8,,5.0 İnç,16 GB,1.5 GB,2400 mAh,24.0,https://www.epey.com/akilli-telefonlar/vodafone-smart-n8.html
Nokia Lumia 735,,4.7 İnç,8 GB,1 GB,2220 mAh,24.0,https://www.epey.com/akilli-telefonlar/nokia-lumia-735.html
Huawei Ascend G7,,5.5 İnç,16 GB,2 GB,3000 mAh,24.0,https://www.epey.com/akilli-telefonlar/huawei-ascend-g7.html
Nokia Lumia 925,2459.0,4.5 İnç,16 GB,1 GB,2000 mAh,24.0,https://www.epey.com/akilli-telefonlar/nokia-lumia-925.html
Samsung Galaxy S5 mini Duos,,4.5 İnç,16 GB,1.5 GB,2100 mAh,24.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-s5-mini-duos.html
Samsung Galaxy E5,,5.0 İnç,16 GB,1.5 GB,2400 mAh,24.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-e5-sm-e500f.html
HTC Desire 630,,5.0 İnç,16 GB,2 GB,2200 mAh,24.0,https://www.epey.com/akilli-telefonlar/htc-desire-630.html
TP-Link Neffos X1 Lite,,5.0 İnç,16 GB,2 GB,2550 mAh,24.0,https://www.epey.com/akilli-telefonlar/tp-link-neffos-x1-lite.html
Asus ZenFone 2 Laser,,5.5 İnç,16 GB,2 GB,3000 mAh,24.0,https://www.epey.com/akilli-telefonlar/asus-zenfone-2-laser-ze550kl.html
Samsung Galaxy A5,,5.0 İnç,16 GB,2 GB,2300 mAh,24.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-a5-sm-a500hq.html
LG Class,,5.0 İnç,16 GB,2 GB,2050 mAh,24.0,https://www.epey.com/akilli-telefonlar/lg-class.html
Türk Telekom TT175,,5.5 İnç,16 GB,2 GB,3000 mAh,24.0,https://www.epey.com/akilli-telefonlar/turk-telekom-tt175.html
Xiaomi Redmi 4A,,5.0 İnç,16 GB,2 GB,3120 mAh,24.0,https://www.epey.com/akilli-telefonlar/xiaomi-redmi-4a.html
Huawei Y6II,,5.5 İnç,16 GB,2 GB,3000 mAh,24.0,https://www.epey.com/akilli-telefonlar/huawei-y6ii.html
Ulefone Metal,,5.0 İnç,16 GB,3 GB,3050 mAh,24.0,https://www.epey.com/akilli-telefonlar/ulefone-metal.html
Sony Xperia ZR,,4.55 İnç,8 GB,2 GB,2300 mAh,24.0,https://www.epey.com/akilli-telefonlar/sony-xperia-zr.html
ZTE Blade V7,,5.2 İnç,16 GB,2 GB,2500 mAh,24.0,https://www.epey.com/akilli-telefonlar/zte-blade-v7.html
HTC Desire 728,,5.5 İnç,16 GB,2 GB,2800 mAh,24.0,https://www.epey.com/akilli-telefonlar/htc-desire-728.html
HTC Desire 728 dual SIM,,5.5 İnç,16 GB,2 GB,2800 mAh,24.0,https://www.epey.com/akilli-telefonlar/htc-desire-728-dual-sim.html
BlackBerry Z30,,5.0 İnç,16 GB,2 GB,2880 mAh,24.0,https://www.epey.com/akilli-telefonlar/blackberry-z30.html
Meizu m2,,5.0 İnç,16 GB,2 GB,2500 mAh,23.0,https://www.epey.com/akilli-telefonlar/meizu-m2.html
Lenovo P70,,5.0 İnç,16 GB,2 GB,4000 mAh,23.0,https://www.epey.com/akilli-telefonlar/lenovo-p70.html
Samsung Galaxy K zoom,,4.8 İnç,8 GB,2 GB,2430 mAh,23.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-k-zoom.html
Asus Zenfone Live,,5.0 İnç,16 GB,2 GB,2650 mAh,23.0,https://www.epey.com/akilli-telefonlar/asus-zenfone-live.html
Fluo X,,5.0 İnç,16 GB,2 GB,2100 mAh,23.0,https://www.epey.com/akilli-telefonlar/fluo-x.html
Samsung Galaxy Grand Prime Pro,,5.0 İnç,16 GB,1.5 GB,2600 mAh,23.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-grand-prime-pro-dual.html
HTC One mini 2,,4.5 İnç,16 GB,1 GB,2100 mAh,23.0,https://www.epey.com/akilli-telefonlar/htc-one-mini-2.html
Alcatel OneTouch Idol 3,,4.7 İnç,8 GB,2 GB,2000 mAh,23.0,https://www.epey.com/akilli-telefonlar/alcatel-onetouch-idol-3-4-7.html
Microsoft Lumia 640 XL LTE,,5.7 İnç,8 GB,1 GB,3000 mAh,23.0,https://www.epey.com/akilli-telefonlar/microsoft-lumia-640-xl-lte.html
Huawei P9 Lite Mini,,5.0 İnç,16 GB,2 GB,3020 mAh,23.0,https://www.epey.com/akilli-telefonlar/huawei-p9-lite-mini.html
ZTE Blade X9,,5.5 İnç,16 GB,2 GB,3000 mAh,23.0,https://www.epey.com/akilli-telefonlar/zte-blade-x9.html
Motorola Moto E4,,5.0 İnç,16 GB,2 GB,2800 mAh,23.0,https://www.epey.com/akilli-telefonlar/moto-e4.html
Nokia Lumia 730 Dual SIM,,4.7 İnç,8 GB,1 GB,2220 mAh,23.0,https://www.epey.com/akilli-telefonlar/nokia-lumia-730-dual-sim.html
Asus ZenFone 2 Laser,,5.0 İnç,16 GB,2 GB,2400 mAh,23.0,https://www.epey.com/akilli-telefonlar/asus-zenfone-2-laser-ze500kl.html
Quatro F1453 Plus,1109.75,5.0 İnç,16 GB,2 GB,2100 mAh,23.0,https://www.epey.com/akilli-telefonlar/quatro-mobile-f1453-plus.html
General Mobile 4G Android One Dual,,5.0 İnç,16 GB,2 GB,2500 mAh,23.0,https://www.epey.com/akilli-telefonlar/general-mobile-4g-dual-sim.html
General Mobile 4G Android One,1959.0,5.0 İnç,16 GB,2 GB,2500 mAh,23.0,https://www.epey.com/akilli-telefonlar/general-mobile-4g.html
Samsung Galaxy E5,,5.0 İnç,16 GB,1.5 GB,2400 mAh,23.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-e5.html
LG X screen,,4.93 İnç,16 GB,2 GB,2300 mAh,23.0,https://www.epey.com/akilli-telefonlar/lg-x-screen.html
Asus Zenfone Go (5.5),,5.5 İnç,16 GB,2 GB,3000 mAh,23.0,https://www.epey.com/akilli-telefonlar/asus-zenfone-go-zb552kl.html
LG Nexus 4,,4.7 İnç,16 GB,2 GB,2100 mAh,23.0,https://www.epey.com/akilli-telefonlar/lg-nexus-4.html
LG K8 (2017),,5.0 İnç,16 GB,1.5 GB,2500 mAh,23.0,https://www.epey.com/akilli-telefonlar/lg-k8-2017-x240k.html
LG K8 (2017),1301.07,5.0 İnç,16 GB,1.5 GB,2500 mAh,23.0,https://www.epey.com/akilli-telefonlar/turk-telekom-k8-2017.html
Xiaomi Redmi Go,1534.5,5.0 İnç,16 GB,1 GB,3000 mAh,23.0,https://www.epey.com/akilli-telefonlar/xiaomi-redmi-go-16gb.html
Lenovo Moto G4 Play,,5.0 İnç,16 GB,2 GB,2800 mAh,23.0,https://www.epey.com/akilli-telefonlar/lenovo-moto-g4-play.html
CAT S40,,4.7 İnç,16 GB,1 GB,3000 mAh,23.0,https://www.epey.com/akilli-telefonlar/cat-s40.html
Samsung Galaxy E5 Duos,,5.0 İnç,16 GB,1.5 GB,2400 mAh,23.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-e5-duos.html
General Mobile Discovery 2,,5.0 İnç,16 GB,2 GB,2500 mAh,23.0,https://www.epey.com/akilli-telefonlar/general-mobile-discovery-2.html
Nokia 2,1929.04,5.0 İnç,8 GB,1 GB,4100 mAh,23.0,https://www.epey.com/akilli-telefonlar/nokia-2.html
Microsoft Lumia 640 XL,,5.7 İnç,8 GB,1 GB,3000 mAh,23.0,https://www.epey.com/akilli-telefonlar/microsoft-lumia-640-xl.html
HTC Desire 816,,5.5 İnç,8 GB,1.5 GB,2600 mAh,23.0,https://www.epey.com/akilli-telefonlar/htc-desire-816.html
TP-Link Neffos X1,,5.0 İnç,16 GB,2 GB,2250 mAh,24.0,https://www.epey.com/akilli-telefonlar/tp-link-neffos-x1.html
Samsung Galaxy Note II,,5.5 İnç,16 GB,2 GB,3100 mAh,24.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-note-ii.html
Alcatel Idol X+,,5.0 İnç,16 GB,2 GB,2500 mAh,24.0,https://www.epey.com/akilli-telefonlar/alcatel-idol-x-plus.html
LG K10,1142.97,5.3 İnç,16 GB,1.5 GB,2300 mAh,24.0,https://www.epey.com/akilli-telefonlar/lg-k10-k420.html
Samsung Galaxy A5 Duos,,5.0 İnç,16 GB,2 GB,2300 mAh,24.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-a5-sm-a500h.html
