Ürün Adı,Fiyat,Ekran Boyutu,Bellek (RAM),İşlemci Modeli,Teknik Puan,Link
HP 250 G8 (2W8Z4EA),4140.99,15.6 İnç,4 GB,Intel Core i3-1115G4,28.0,https://www.epey.com/laptop/hp-250-g8-2w8z4ea.html
Asus X509JA-BR089T,5999.0,15.6 İnç,4 GB,Intel Core i3-1005G1,28.0,https://www.epey.com/laptop/asus-x509ja-br089t.html
Casper Nirvana X400.1005-4Q00X-S-F,6627.0,14.0 İnç,4 GB,Intel Core i3-1005G1,28.0,https://www.epey.com/laptop/casper-nirvana-x400-1005-4q00x-s-f.html
HP 250 G7 (197P2EA),3968.34,15.6 İnç,4 GB,Intel Core i3-1005G1,28.0,https://www.epey.com/laptop/hp-250-g7-197p2ea.html
Lenovo V15 82C70063TX,4237.0,15.6 İnç,4 GB,AMD Ryzen 3 3250U,28.0,https://www.epey.com/laptop/lenovo-v15-82c70063tx.html
Chuwi HeroBook Plus (8GB/256GB),4088.0,15.6 İnç,8 GB,Intel Celeron J4125,27.0,https://www.epey.com/laptop/chuwi-herobook-plus-8gb-256gb.html
Lenovo V15 G2 82KB000STX02,7057.55,15.6 İnç,4 GB,Intel Core i5-1135G7,27.0,https://www.epey.com/laptop/lenovo-v15-g2-82kb000stx02.html
Casper Nirvana S500.1021-4L50T-G,8568.71,15.6 İnç,4 GB,Intel Core i5-10210U,27.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4l50t-g.html
Dell Vostro 15 3500 N6003VN3500EMEA01U,5089.0,15.6 İnç,4 GB,Intel Core i3-1115G4,27.0,https://www.epey.com/laptop/dell-vostro-15-3500-n6003vn3500emea01u.html
Casper Nirvana X400.1051-4C00X-S-F,7604.02,14.0 İnç,4 GB,Intel Core i7-10510U,27.0,https://www.epey.com/laptop/casper-nirvana-x400-1051-4c00x-s-f.html
Toshiba Tecra Z40-A-180,10164.99,14.0 İnç,8 GB,Intel Core i5-4310U,27.0,https://www.epey.com/laptop/toshiba-tecra-z40-a-180.html
Asus X509FA-BR951,4276.14,15.6 İnç,4 GB,Intel Core i3-10110U,27.0,https://www.epey.com/laptop/asus-x509fa-br951.html
Dell Inspiron 3501 B1005F41C,4195.0,15.6 İnç,4 GB,Intel Core i3-1005G1,27.0,https://www.epey.com/laptop/dell-inspiron-3501-b1005f41c.html
Asus X509FA-EJ950T,5199.0,15.6 İnç,4 GB,Intel Core i3-10110U,27.0,https://www.epey.com/laptop/asus-x509fa-ej950t.html
HP 15-da2062nt (1S7W3EA),8597.72,15.6 İnç,4 GB,Intel Core i5-10210U,27.0,https://www.epey.com/laptop/hp-15-da2062nt-1s7w3ea.html
Casper Nirvana S500.1021-8D00X-S,8799.0,15.6 İnç,8 GB,Intel Core i5-10210U,27.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-8d00x-s.html
Casper Nirvana S500.1021-4T50X-G,8609.77,15.6 İnç,4 GB,Intel Core i5-10210U,27.0,https://www.epey.com/laptop/casper-s500-1021-4t50x-g.html
Casper Nirvana C350.6287-8E00X,5379.89,14.1 İnç,8 GB,Intel Core i5-6287U,27.0,https://www.epey.com/laptop/casper-nirvana-c350-6287-8e00x.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
Casper Nirvana X500.1021-8D00R-G-F,7997.0,15.6 İnç,8 GB,Intel Core i5-10210U,31.0,https://www.epey.com/laptop/casper-nirvana-x500-1021-8d00r-g-f.html
HP ProBook 440 G8 (2X7U5EA02),7553.04,14.0 İnç,8 GB,Intel Core i3-1115G4,31.0,https://www.epey.com/laptop/hp-probook-440-g8-2x7u5ea02.html
Casper Nirvana X500.1021-8D00T-G-F,5999.0,15.6 İnç,8 GB,Intel Core i5-10210U,31.0,https://www.epey.com/laptop/casper-nirvana-x500-1021-8d00t-g-f.html
Lenovo IdeaPad 3 (15.6 İnç) 81W1005UTX,5199.0,15.6 İnç,8 GB,AMD Ryzen 3 3250U,31.0,https://www.epey.com/laptop/lenovo-ideapad-3-15-6-inc-81w1005utx.html
Lenovo V15 82C700C6TX,6469.0,15.6 İnç,4 GB,AMD Ryzen 5 3500U,31.0,https://www.epey.com/laptop/lenovo-v15-82c700c6tx.html
Casper Nirvana X400.1005-8U00R-S-F,7655.29,14.0 İnç,8 GB,Intel Core i3-1005G1,31.0,https://www.epey.com/laptop/casper-nirvana-x400-1005-8u00r-s-f.html
HP ZBook Firefly 15 G7 (8WS08AV),13167.0,15.6 İnç,8 GB,Intel Core i7-10510U,31.0,https://www.epey.com/laptop/hp-zbook-firefly-15-g7-8ws08av.html
Lenovo Thinkpad E14 20RA005ETX,9127.62,14.0 İnç,8 GB,Intel Core i7-10510U,31.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-20ra005etx.html
Casper Nirvana S500.1021-4550X-G,9051.08,15.6 İnç,4 GB,Intel Core i5-10210U,31.0,https://www.epey.com/laptop/casper-s500-1021-4550x-g.html
HP 250 G8 (24Q26ES02),6017.31,15.6 İnç,8 GB,Intel Core i5-1035G1,31.0,https://www.epey.com/laptop/hp-250-g8-24q26es02.html
Lenovo V15 82C700C7TX,5225.0,15.6 İnç,4 GB,AMD Ryzen 5 3500U,31.0,https://www.epey.com/laptop/lenovo-v15-82c700c7tx.html
Casper Nirvana S500.1021-8D00T-S-F,7379.04,15.6 İnç,8 GB,Intel Core i5-10210U,31.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-8d00t-s-f.html
Casper Nirvana S500.1021-4F50X-G-F,9502.66,15.6 İnç,4 GB,Intel Core i5-10210U,31.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4f50x-g-f.html
Asus X509FA-BR1016,5899.0,15.6 İnç,8 GB,Intel Core i5-10210U,31.0,https://www.epey.com/laptop/asus-x509fa-br1016.html
Dynabook Satellite Pro L50-G-19Q,8657.99,15.6 İnç,8 GB,Intel Core i5-10210U,31.0,https://www.epey.com/laptop/dynabook-satellite-pro-l50-g-19q.html
HP ProBook 440 G8 (2X7U5EA01),7073.04,14.0 İnç,8 GB,Intel Core i3-1115G4,31.0,https://www.epey.com/laptop/hp-probook-440-g8-2x7u5ea01.html
Dell Latitude 3410 N002L341014EMEA_U,5752.18,14.0 İnç,8 GB,Intel Core i3-10110U,31.0,https://www.epey.com/laptop/dell-latitude-3410-n002l341014emea-u.html
HP 245 G8 (27J58EA),5343.75,14.0 İnç,8 GB,AMD Ryzen 3 3250U,31.0,https://www.epey.com/laptop/hp-245-g8-27j58ea.html
HP 15-da2095nt (1S7Z6EA),6020.51,15.6 İnç,8 GB,Intel Core i3-10110U,31.0,https://www.epey.com/laptop/hp-15-da2095nt-1s7z6ea.html
HP 15-da2096nt (1S7Z7EA),4923.2,15.6 İnç,8 GB,Intel Core i3-10110U,31.0,https://www.epey.com/laptop/hp-15-da2096nt-1s7z7ea.html
HP 15-dw2027nt (235Q8EA),5654.02,15.6 İnç,8 GB,Intel Core i3-1005G1,31.0,https://www.epey.com/laptop/hp-15-dw2027nt-235q8ea.html
HP 15s-fq2045nt (2N2N8EA),5393.07,15.6 İnç,4 GB,Intel Core i3-1115G4,31.0,https://www.epey.com/laptop/hp-15s-fq2045nt-2n2n8ea.html
HP 15s-fq2038nt (2N2N6EA),4638.0,15.6 İnç,4 GB,Intel Core i3-1115G4,31.0,https://www.epey.com/laptop/hp-15s-fq2038nt-2n2n6ea.html
HP 15s-fq2036nt (480X2EA),5605.28,15.6 İnç,4 GB,Intel Core i3-1115G4,31.0,https://www.epey.com/laptop/hp-15s-fq2036nt-480x2ea.html
Asus X409FB-EK072,9018.75,14.0 İnç,4 GB,Intel Core i5-8265U,31.0,https://www.epey.com/laptop/asus-x409fb-ek072.html
Dell Latitude 5300,11525.51,13.3 İnç,8 GB,Intel Core i5-8365U,31.0,https://www.epey.com/laptop/dell-latitude-5300-n010l530013emea-w.html
Lenovo V15 82C70063TX19,4999.0,15.6 İnç,12 GB,AMD Ryzen 3 3250U,31.0,https://www.epey.com/laptop/lenovo-v15-82c70063tx19.html
Lenovo Thinkpad E14 20RA005DTX,7800.0,14.0 İnç,8 GB,Intel Core i5-10210U,31.0,https://www.epey.com/laptop/lenovo-e14-20ra005dtx.html
Dell Latitude 5510 N002L551015EMEA_U,8571.84,15.6 İnç,8 GB,Intel Core i5-10310U,31.0,https://www.epey.com/laptop/dell-latitude-5510-n002l551015emea-u.html
Lenovo IdeaPad S145 81UT00MVTX,5075.06,15.6 İnç,4 GB,AMD Ryzen 5 3500U,31.0,https://www.epey.com/laptop/lenovo-ideapad-s145-81ut00mvtx.html
Lenovo ThinkPad E15 20RD0063TX01,8951.67,15.6 İnç,8 GB,Intel Core i5-10210U,31.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-20rd0063tx01.html
Asus X509FA-BR1052T,6144.0,15.6 İnç,8 GB,Intel Core i5-10210U,31.0,https://www.epey.com/laptop/asus-x509fa-br1052t.html
Dell Vostro 3515 F6264,5184.75,15.6 İnç,8 GB,AMD Ryzen 5 3450U,31.0,https://www.epey.com/laptop/dell-vostro-3515-f6264.html
Toshiba Tecra A50-A-1FP,10694.99,15.6 İnç,4 GB,Intel Core i5-4310M,31.0,https://www.epey.com/laptop/toshiba-tecra-a50-a-1fp.html
HP ProBook 450 G8 (32M62EA),5788.0,15.6 İnç,4 GB,Intel Core i3-1115G4,30.0,https://www.epey.com/laptop/hp-probook-450-g8-32m62ea.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
Lenovo ThinkPad E15 20RD0067TX,8147.99,15.6 İnç,8 GB,Intel Core i5-10210U,32.0,https://www.epey.com/laptop/lenovo-e15-20rd0067tx.html
Asus VivoBook 14 X415JF-EK012,5999.04,14.0 İnç,4 GB,Intel Core i5-1035G1,32.0,https://www.epey.com/laptop/asus-vivobook-14-x415jf-ek012.html
Asus X515JP-EJ173,6919.44,15.6 İnç,4 GB,Intel Core i5-1035G1,32.0,https://www.epey.com/laptop/asus-x515jp-ej173.html
HP 15-da2067nt (1S7W8EA),6177.99,15.6 İnç,4 GB,Intel Core i5-10210U,32.0,https://www.epey.com/laptop/hp-15-da2067nt-1s7w8ea.html
Microsoft Surface Laptop 2 LQL-00008,12482.94,13.5 İnç,8 GB,Intel Core i5-8250U,32.0,https://www.epey.com/laptop/microsoft-surface-laptop-2-lql-00008.html
Lenovo ThinkPad T490 20N3TKSF56,8523.18,14.0 İnç,8 GB,Intel Core i5-8265U,32.0,https://www.epey.com/laptop/lenovo-thinkpad-t490-20n3tksf56.html
Dell Vostro 3515-F6270 N3004VN3515EMEA_U01,8225.04,15.6 İnç,8 GB,AMD Ryzen 7 3700U,32.0,https://www.epey.com/laptop/dell-vostro-3515-f6270-n3004vn3515emea-u01.html
Dell Vostro 3400 FB15W4256N,5279.04,14.0 İnç,4 GB,Intel Core i3-1115G4,32.0,https://www.epey.com/laptop/dell-vostro-3400-fb15w4256n.html
Dell Latitude 3410 N002L341014EMEA_W,7133.77,14.0 İnç,8 GB,Intel Core i3-10110U,32.0,https://www.epey.com/laptop/dell-latitude-3410-n002l341014emea-w.html
EXA Trend F32,4307.06,15.6 İnç,8 GB,Intel Core i3-10110U,32.0,https://www.epey.com/laptop/exa-trend-f32.html
Casper Nirvana S500.1021-4E50R-G-F,10323.71,15.6 İnç,4 GB,Intel Core i5-10210U,32.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4e50r-g-f.html
Lenovo IdeaPad 3 (15.6 İnç) 81W100JRTX,5642.01,15.6 İnç,8 GB,AMD Ryzen 3 3250U,32.0,https://www.epey.com/laptop/lenovo-ideapad-3-81w100jrtx.html
Casper Nirvana S500.1021-4E50T-G-F,8825.29,15.6 İnç,4 GB,Intel Core i5-10210U,32.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4e50t-g-f.html
HP 250 G8 (24Q26ES01),6977.04,15.6 İnç,8 GB,Intel Core i5-1035G1,32.0,https://www.epey.com/laptop/hp-250-g8-24q26es01.html
Lenovo V15 G2 82KB000STX05,7599.12,15.6 İnç,8 GB,Intel Core i5-1135G7,32.0,https://www.epey.com/laptop/lenovo-v15-g2-82kb000stx05.html
Casper Nirvana S500.1021-8L50R-G,10323.71,15.6 İnç,8 GB,Intel Core i5-10210U,32.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-8l50r-g.html
Lenovo IdeaPad S145 81UT00D8TX,5801.25,15.6 İnç,8 GB,AMD Ryzen 3 3200U,32.0,https://www.epey.com/laptop/lenovo-s145-81ut00d8tx.html
Technopc T15AR5,5468.28,15.6 İnç,8 GB,AMD Ryzen 5 3500U,32.0,https://www.epey.com/laptop/technopc-t15ar5.html
Casper Nirvana S500.1021-8L50T-G,8825.29,15.6 İnç,8 GB,Intel Core i5-10210U,32.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-8l50t-g.html
Asus X409JB-EK003,6782.05,14.0 İnç,4 GB,Intel Core i5-1035G1,32.0,https://www.epey.com/laptop/asus-x409jb-ek003.html
Dell Latitude 5510 N002L551015EMEA_W,10154.67,15.6 İnç,8 GB,Intel Core i5-10310U,32.0,https://www.epey.com/laptop/dell-latitude-5510-n002l551015emea-w.html
Asus ExpertBook P5440FA-BM1312,8283.0,14.0 İnç,8 GB,Intel Core i5-8265U,32.0,https://www.epey.com/laptop/asus-expertbook-p5440fa-bm1312.html
Asus X509FA-EJ950 12GB,5076.87,15.6 İnç,12 GB,Intel Core i3-10110U,32.0,https://www.epey.com/laptop/asus-x509fa-ej950-12gb.html
Casper Nirvana S500.1021-4C50R-G-F,9882.4,15.6 İnç,4 GB,Intel Core i5-10210U,32.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4c50r-g-f.html
Dynabook Satellite Pro L50-G-11F,8090.0,15.6 İnç,8 GB,Intel Core i3-10110U,32.0,https://www.epey.com/laptop/dynabook-satellite-pro-l50-g-11f.html
Casper Nirvana X500.1021-8E00T-G-F,7641.48,15.6 İnç,8 GB,Intel Core i5-10210U,32.0,https://www.epey.com/laptop/casper-nirvana-x500-1021-8e00t-g-f.html
Dell Vostro 3515-F6270 N3004VN3515EMEA_U,7796.2,15.6 İnç,8 GB,AMD Ryzen 7 3700U,32.0,https://www.epey.com/laptop/dell-vostro-3515-f6270-n3004vn3515emea-u.html
Toshiba Portege Z20T-B-105,17399.99,12.5 İnç,8 GB,Intel Core M-5Y71,32.0,https://www.epey.com/laptop/toshiba-portege-z20t-b-105.html
Acer Swift 3 SF314-42-R2FT,4999.0,14.0 İnç,8 GB,AMD Ryzen 3 4300U,32.0,https://www.epey.com/laptop/acer-swift-3-sf314-42-r2ft.html
Casper Nirvana S500.1021-8T50X-G,7312.5,15.6 İnç,8 GB,Intel Core i5-10210U,32.0,https://www.epey.com/laptop/casper-s500-1021-8t50x-g.html
Microsoft Surface Laptop,27425.0,13.5 İnç,8 GB,Intel Core i7-7660U,32.0,https://www.epey.com/laptop/microsoft-surface-laptop-daj-00061.html
Microsoft Surface Laptop,27720.59,13.5 İnç,8 GB,Intel Core i7-7660U,32.0,https://www.epey.com/laptop/microsoft-surface-laptop-daj-00021.html
Lenovo V15 82C7001HTX,6067.0,15.6 İnç,8 GB,AMD Ryzen 5 3500U,32.0,https://www.epey.com/laptop/lenovo-v15-82c7001htx.html
Honor MagicBook X15 BBR-WAH9,6577.99,15.6 İnç,8 GB,Intel Core i5-10210U,31.0,https://www.epey.com/laptop/honor-magicbook-x15-bbr-wah9.html
Lenovo ThinkPad E15 20RD0063TX17,10021.44,15.6 İnç,8 GB,Intel Core i5-10210U,31.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-20rd0063tx17.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
Casper Nirvana X500.1005-8U00X-G-F,4649.07,15.6 İnç,8 GB,Intel Core i3-1005G1,30.0,https://www.epey.com/laptop/casper-nirvana-x500-1005-8u00x-g-f.html
Toshiba Tecra A40-D-15W,13701.49,14.0 İnç,8 GB,Intel Core i7-7600U,30.0,https://www.epey.com/laptop/toshiba-tecra-a40-d-15w.html
Asus X509UA-EJ07910,5099.0,15.6 İnç,12 GB,Intel Core i3-7020U,30.0,https://www.epey.com/laptop/asus-x509ua-ej07910.html
HP 17-cp0010nt (4H0L6EA),4599.0,17.3 İnç,8 GB,AMD Athlon Gold 3150U,30.0,https://www.epey.com/laptop/hp-17-cp0010nt-4h0l6ea.html
Dell Latitude 3410 N005L341014EMEA_W,10132.5,14.0 İnç,8 GB,Intel Core i5-10210U,29.0,https://www.epey.com/laptop/dell-latitude-3410-n005l341014emea-w.html
Toshiba Portege X30-D-1EV,9338.4,13.3 İnç,8 GB,Intel Core i3-7100U,29.0,https://www.epey.com/laptop/toshiba-portege-x30-d-1ev.html
Dell Vostro 3500 FB15F42N,4266.85,15.6 İnç,4 GB,Intel Core i3-1115G4,29.0,https://www.epey.com/laptop/dell-vostro-3500-fb15f42n.html
Lenovo V15 82C7001KTX,6260.5,15.6 İnç,8 GB,AMD Ryzen 3 3250U,29.0,https://www.epey.com/laptop/lenovo-v15-82c7001ktx.html
Teclast F6 Plus,6900.0,13.3 İnç,8 GB,Intel Celeron N4100,29.0,https://www.epey.com/laptop/teclast-f6-plus.html
Casper Nirvana S500.1021-4E50T-G,8825.29,15.6 İnç,4 GB,Intel Core i5-10210U,29.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4e50t-g.html
Dell Vostro 15 3500 N6003VN3500EMEA01A7,5082.5,15.6 İnç,8 GB,Intel Core i3-1115G4,29.0,https://www.epey.com/laptop/dell-vostro-15-3500-n6003vn3500emea01a7.html
HP 15s-fq0000nt (3Q4V1EA05),5648.04,15.6 İnç,8 GB,Intel Core i3-1115G4,29.0,https://www.epey.com/laptop/hp-15s-fq0000nt-3q4v1ea05.html
HP 15-da2033nt (9HN16EA),5832.44,15.6 İnç,4 GB,Intel Core i5-10210U,29.0,https://www.epey.com/laptop/hp-15-da2033nt-9hn16ea.html
Casper Nirvana S500.1021-4D50R-G,9995.29,15.6 İnç,4 GB,Intel Core i5-10210U,29.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4d50r-g.html
HP 17-cn0024nt (4H1G1EA),5362.5,17.3 İnç,4 GB,Intel Pentium Gold 7505,29.0,https://www.epey.com/laptop/hp-17-cn0024nt-4h1g1ea.html
Casper Nirvana S500.1021-4L50R-G-F,10056.87,15.6 İnç,4 GB,Intel Core i5-10210U,29.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4l50r-g-f.html
Casper Nirvana S500.1021-4L50T-G-F,8568.71,15.6 İnç,4 GB,Intel Core i5-10210U,29.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4l50t-g-f.html
HP 15-gw0003nt (1U9K8EA),4599.0,15.6 İnç,8 GB,AMD Athlon Silver 3050U,29.0,https://www.epey.com/laptop/hp-15-gw0003nt-1u9k8ea.html
Casper Nirvana S500.1021-4C50R-G,9882.4,15.6 İnç,4 GB,Intel Core i5-10210U,29.0,https://www.epey.com/laptop/casper-s500-1021-4c50r-g.html
Technopc T15-10824,8321.88,15.6 İnç,8 GB,Intel Core i5-10210U,29.0,https://www.epey.com/laptop/technopc-t15-10824.html
Casper Nirvana S500.1021-4C50T-G,8394.23,15.6 İnç,4 GB,Intel Core i5-10210U,29.0,https://www.epey.com/laptop/casper-s500-1021-4c50t-g.html
Lenovo V15 82C7800TTF12,6497.05,15.6 İnç,8 GB,AMD 3020e,29.0,https://www.epey.com/laptop/lenovo-v15-82c7800ttf12.html
Dell Latitude 3301 N015L330113EMEA_W,8688.8,13.3 İnç,4 GB,Intel Core i3-8145U,29.0,https://www.epey.com/laptop/dell-latitude-3301.html
HP db1036nt (7DX21EA),4288.99,15.6 İnç,4 GB,AMD Ryzen 3 3200U,29.0,https://www.epey.com/laptop/hp-db1036nt-7dx21ea.html
I-Life ZedAir CX5 CX5158256WB,4048.59,15.6 İnç,8 GB,Intel Core i5-5257U,29.0,https://www.epey.com/laptop/i-life-zedair-cx5-cx5158256wb.html
Casper Nirvana C650.8250-4L40T-S,8065.85,15.6 İnç,4 GB,Intel Core i5-8250U,29.0,https://www.epey.com/laptop/casper-nirvana-c650-8250-4l40t-s.html
Toshiba Satellite A30-D-14H,15390.0,13.3 İnç,8 GB,Intel Core i7-7500U,29.0,https://www.epey.com/laptop/toshiba-satellite-a30-d-14h.html
HP 250 G7 (1Q3A9ES),6239.02,15.6 İnç,4 GB,Intel Core i5-1035G1,29.0,https://www.epey.com/laptop/hp-250-g7-1q3a9es.html
HP 15s-fq0000nt (3Q4V1EA04),5168.04,15.6 İnç,8 GB,Intel Core i3-1115G4,29.0,https://www.epey.com/laptop/hp-15s-fq0000nt-3q4v1ea04.html
Casper Nirvana X400.1005-4Q00R-S-F,8007.0,14.0 İnç,4 GB,Intel Core i3-1005G1,29.0,https://www.epey.com/laptop/casper-nirvana-x400-1005-4q00r-s-f.html
Lenovo V15 82C500JGTX,4277.07,15.6 İnç,4 GB,Intel Core i3-1005G1,29.0,https://www.epey.com/laptop/lenovo-v15-82c500jgtx.html
Casper Nirvana X400.1005-4Q00P-S-F,7457.0,14.0 İnç,4 GB,Intel Core i3-1005G1,29.0,https://www.epey.com/laptop/casper-nirvana-x400-1005-4q00p-s-f.html
Acer A315-54K-58QE,6824.02,15.6 İnç,8 GB,Intel Core i5-6200U,29.0,https://www.epey.com/laptop/acer-a315-54k-58qe.html
"Apple MacBook Air 13.3"" (MQD32TU/A)",9499.05,13.3 İnç,8 GB,Intel Core i5-5350U,29.0,https://www.epey.com/laptop/apple-macbook-air-13-3-mqd32tu-a.html
Toshiba Tecra Z40-A-17R,14368.5,14.0 İnç,8 GB,Intel Core i7-4600U,29.0,https://www.epey.com/laptop/toshiba-tecra-z40-a-17r.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
HP 15-db1104nt (24D40EA),4184.0,15.6 İnç,4 GB,AMD Ryzen 3 3200U,27.0,https://www.epey.com/laptop/hp-15-db1104nt-24d40ea.html
HP 15-db1106nt (24D41EA),3838.15,15.6 İnç,4 GB,AMD Ryzen 3 3200U,27.0,https://www.epey.com/laptop/hp-15-db1106nt-24d41ea.html
HP 15-gw0005nt (1U9L0EA),4797.0,15.6 İnç,4 GB,AMD Athlon Silver 3050U,27.0,https://www.epey.com/laptop/hp-15-gw0005nt-1u9l0ea.html
Casper Nirvana X400.1005-4U00R-S-F,7388.44,14.0 İnç,4 GB,Intel Core i3-1005G1,27.0,https://www.epey.com/laptop/casper-nirvana-x400-1005-4u00r-s-f.html
Casper Nirvana X400.1005-4U00T-S-F,4776.52,14.0 İnç,4 GB,Intel Core i3-1005G1,27.0,https://www.epey.com/laptop/casper-nirvana-x400-1005-4u00t-s-f.html
Lenovo V15 G2 82KB000STX01,6761.04,15.6 İnç,4 GB,Intel Core i5-1135G7,27.0,https://www.epey.com/laptop/lenovo-v15-g2-82kb000stx01.html
HP 15s-fq2049nt (2N2U8EA05),4986.55,15.6 İnç,8 GB,Intel Core i3-1115G4,27.0,https://www.epey.com/laptop/hp-15s-fq2049nt-2n2u8ea05.html
Lenovo IdeaPad 3 (15.6 İnç) 81W1005VTX,4066.0,15.6 İnç,4 GB,AMD Ryzen 3 3250U,27.0,https://www.epey.com/laptop/lenovo-ideapad-3-81w1005vtx.html
Casper Nirvana X400.1005-4W00R-S-F,6721.34,14.0 İnç,4 GB,Intel Core i3-1005G1,27.0,https://www.epey.com/laptop/casper-nirvana-x400-1005-4w00r-s-f.html
Lenovo V15 82C700DLTX32,3995.23,15.6 İnç,4 GB,AMD 3020e,27.0,https://www.epey.com/laptop/lenovo-v15-82c700dltx32.html
Lenovo IdeaPad 3 (15.6 İnç) 81W100S6TX,4288.0,15.6 İnç,4 GB,AMD Ryzen 3 3250U,27.0,https://www.epey.com/laptop/lenovo-ideapad-3-15-6-inc-81w100s6tx.html
Casper Nirvana X400.1005-4W00E-S-F,4489.89,14.0 İnç,4 GB,Intel Core i3-1005G1,27.0,https://www.epey.com/laptop/casper-nirvana-x400-1005-4w00e-s-f.html
Lenovo V15 82C700DLTX,3849.99,15.6 İnç,8 GB,AMD 3020e,27.0,https://www.epey.com/laptop/lenovo-v15-82c700dltx.html
Casper Nirvana C350.6287-8U00X,5388.99,14.1 İnç,8 GB,Intel Core i5-6287U,27.0,https://www.epey.com/laptop/casper-nirvana-c350-6287-8u00x.html
Asus X515JA-BR069T,4999.0,15.6 İnç,4 GB,Intel Core i3-1005G1,27.0,https://www.epey.com/laptop/asus-x515ja-br069t.html
Lenovo V15 82C70099TX,3685.05,15.6 İnç,4 GB,AMD 3020e,27.0,https://www.epey.com/laptop/lenovo-v15-82c70099tx.html
HP 15s-fq2049nt (2N2U8EA04),4580.25,15.6 İnç,8 GB,Intel Core i3-1115G4,27.0,https://www.epey.com/laptop/hp-15s-fq2049nt-2n2u8ea04.html
Toshiba Portege R30-A-13E,12570.99,13.3 İnç,8 GB,Intel Core i7-4600M,27.0,https://www.epey.com/laptop/toshiba-portege-r30-a-13e.html
Casper Nirvana S500.1021-4L50R-G,10056.87,15.6 İnç,4 GB,Intel Core i5-10210U,27.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4l50r-g.html
HP 15s-eq1003nt (9YH96EA),3905.07,15.6 İnç,4 GB,AMD Athlon Silver 3050U,27.0,https://www.epey.com/laptop/hp-15s-eq1003nt-9yh96ea.html
Dell Vostro 3400 N6001VN3400EMEA01U,4490.48,14.0 İnç,4 GB,Intel Core i3-1115G4,27.0,https://www.epey.com/laptop/dell-vostro-3400-n6001vn3400emea01u.html
Asus D509DA-BR459T,4238.94,15.6 İnç,4 GB,AMD Ryzen 3 3250U,27.0,https://www.epey.com/laptop/asus-d509da-br459t.html
HP 15-da2094nt (1S7Z5EA),4825.28,15.6 İnç,4 GB,Intel Core i3-10110U,27.0,https://www.epey.com/laptop/hp-15-da2094nt-1s7z5ea.html
HP 15-gw0009nt (1U9L4EA),4799.0,15.6 İnç,4 GB,AMD Athlon Silver 3050U,27.0,https://www.epey.com/laptop/hp-15-gw0009nt-1u9l4ea.html
HP 15-da2093nt (1S7Z4EA),4865.25,15.6 İnç,4 GB,Intel Core i3-10110U,27.0,https://www.epey.com/laptop/hp-15-da2093nt-1s7z4ea.html
HP 15-dw2026nt (235Q7EA),4509.57,15.6 İnç,4 GB,Intel Core i3-1005G1,27.0,https://www.epey.com/laptop/hp-15-dw2026nt-235q7ea.html
HP 15-dw2028nt (235R0EA),4488.0,15.6 İnç,4 GB,Intel Core i3-1005G1,27.0,https://www.epey.com/laptop/hp-15-dw2028nt-235r0ea.html
Toshiba Satellite A30-D-14F,9451.99,13.3 İnç,8 GB,Intel Core i5-7200U,27.0,https://www.epey.com/laptop/toshiba-satellite-a30-d-14f.html
Asus X509UA-EJ064 8GB,4759.0,15.6 İnç,8 GB,Intel Core i3-7100U,27.0,https://www.epey.com/laptop/asus-x509ua-ej064-8gb.html
Casper Nirvana X500.1005-4W00E-G-F,4999.0,15.6 İnç,4 GB,Intel Core i3-1005G1,27.0,https://www.epey.com/laptop/casper-nirvana-x500-1005-4w00e-g-f.html
Asus X509JA-BR089,6043.14,15.6 İnç,4 GB,Intel Core i3-1005G1,26.0,https://www.epey.com/laptop/asus-x509ja-br089.html
Evoo EVC156-1BL,4599.81,15.6 İnç,8 GB,Intel Core i7-6660U,26.0,https://www.epey.com/laptop/evoo-evc156-1bl.html
